id,brand,name,product_type,category,material,standard,manufacturer_code,max_age_use_years,max_age_mfr_years,breaking_strength,working_load_limit,max_user_weight_kg,rope_diameter_min_mm,rope_diameter_max_mm,serial_number_location,interval_override_months,manual_url,product_page_url,recall_url,recall_date,inspection_notice_url,inspection_notice_date,notes
,TreeUP,TU 900 0.6m,,,,,,,,,,,,,,,,,,,,,"Geen handleiding gevonden voor de TU 900 cambium saver. Productpagina protekt.uk/cambium-protector~p4198~c5268 bevat alleen de EU-conformiteitsverklaring (EN 795 Type B) en een Poolse declaratie, geen instructie-PDF; declaratie zelf bevat ook geen gebruiksaanwijzing. Diverse URL-patronen in /instrukcje/ geprobeerd (404). treeup.pl gecheckt, geen downloads-sectie. Advies: navragen bij Protekt/TreeUP."
,TreeUP,TU 900 0.8m,,,,,,,,,,,,,,,,,,,,,"Geen handleiding gevonden voor de TU 900 cambium saver. Productpagina protekt.uk/cambium-protector~p4198~c5268 bevat alleen de EU-conformiteitsverklaring (EN 795 Type B) en een Poolse declaratie, geen instructie-PDF; declaratie zelf bevat ook geen gebruiksaanwijzing. Diverse URL-patronen in /instrukcje/ geprobeerd (404). treeup.pl gecheckt, geen downloads-sectie. Advies: navragen bij Protekt/TreeUP."
,TreeUP,TU 900 1.0m,,,,,,,,,,,,,,,,,,,,,"Geen handleiding gevonden voor de TU 900 cambium saver. Productpagina protekt.uk/cambium-protector~p4198~c5268 bevat alleen de EU-conformiteitsverklaring (EN 795 Type B) en een Poolse declaratie, geen instructie-PDF; declaratie zelf bevat ook geen gebruiksaanwijzing. Diverse URL-patronen in /instrukcje/ geprobeerd (404). treeup.pl gecheckt, geen downloads-sectie. Advies: navragen bij Protekt/TreeUP."
,TreeUP,TU 900 1.2m,,,,,,,,,,,,,,,,,,,,,"Geen handleiding gevonden voor de TU 900 cambium saver. Productpagina protekt.uk/cambium-protector~p4198~c5268 bevat alleen de EU-conformiteitsverklaring (EN 795 Type B) en een Poolse declaratie, geen instructie-PDF; declaratie zelf bevat ook geen gebruiksaanwijzing. Diverse URL-patronen in /instrukcje/ geprobeerd (404). treeup.pl gecheckt, geen downloads-sectie. Advies: navragen bij Protekt/TreeUP."
,TreeUP,TU 900 1.4m,,,,,,,,,,,,,,,,,,,,,"Geen handleiding gevonden voor de TU 900 cambium saver. Productpagina protekt.uk/cambium-protector~p4198~c5268 bevat alleen de EU-conformiteitsverklaring (EN 795 Type B) en een Poolse declaratie, geen instructie-PDF; declaratie zelf bevat ook geen gebruiksaanwijzing. Diverse URL-patronen in /instrukcje/ geprobeerd (404). treeup.pl gecheckt, geen downloads-sectie. Advies: navragen bij Protekt/TreeUP."
,TreeUP,TU 900 1.7m,,,,,,,,,,,,,,,,,,,,,"Geen handleiding gevonden voor de TU 900 cambium saver. Productpagina protekt.uk/cambium-protector~p4198~c5268 bevat alleen de EU-conformiteitsverklaring (EN 795 Type B) en een Poolse declaratie, geen instructie-PDF; declaratie zelf bevat ook geen gebruiksaanwijzing. Diverse URL-patronen in /instrukcje/ geprobeerd (404). treeup.pl gecheckt, geen downloads-sectie. Advies: navragen bij Protekt/TreeUP."
,Tango,ERGO 13.5 brasil Climbing Rope,,,,,,,,,,,,,,,,,,,,,"Geen handleiding gevonden. Tango is het eigen merk van //DRAYER (opgericht 2009 door Friedrich Drayer, Glottertal, Duitsland) - drayer.de is dus de fabrikant/producent zelf, geen winkel (bevestigd: 'Tango-Baumpflegeausruestung' onder drayer.de/eigenmarken/tango/). Zowel de Engelse als Duitse productpagina tonen alleen een beschrijvingstab en technische tabel, geen 'documenten'-tab en geen PDF-links (in tegenstelling tot bv. het Drayer Rope Runner-apparaat, dat wel een instructie-PDF op drayer.de/media/pdf/... heeft). Ook de merkpagina drayer.de/en/tango/ en de site breed (geen /downloads, /service e.d.) bevatten niets. tango-tools.com is een niet-gerelateerd/geparkeerd domein. Resellers (wesspur.com, arbogear.com, skyman.cz, fallprotection.cz) bewust niet gebruikt conform afspraak (geen winkels/resellers als handleiding-bron, wesspur expliciet uitgesloten). Advies: rechtstreeks navragen bij Drayer."
,Tango,SANITY Prusik Rope,,,,,,,,,,,,,,,,,,,,,"Geen handleiding gevonden. Tango is het eigen merk van //DRAYER (opgericht 2009 door Friedrich Drayer, Glottertal, Duitsland) - drayer.de is dus de fabrikant/producent zelf, geen winkel (bevestigd: 'Tango-Baumpflegeausruestung' onder drayer.de/eigenmarken/tango/). Zowel de Engelse als Duitse productpagina tonen alleen een beschrijvingstab en technische tabel, geen 'documenten'-tab en geen PDF-links (in tegenstelling tot bv. het Drayer Rope Runner-apparaat, dat wel een instructie-PDF op drayer.de/media/pdf/... heeft). Ook de merkpagina drayer.de/en/tango/ en de site breed (geen /downloads, /service e.d.) bevatten niets. tango-tools.com is een niet-gerelateerd/geparkeerd domein. Resellers (wesspur.com, arbogear.com, skyman.cz, fallprotection.cz) bewust niet gebruikt conform afspraak (geen winkels/resellers als handleiding-bron, wesspur expliciet uitgesloten). Advies: rechtstreeks navragen bij Drayer."
,Tango,SANITY Prusik Sling 60 cm,,,,,,,,,,,,,,,,,,,,,"Geen handleiding gevonden. Tango is het eigen merk van //DRAYER (opgericht 2009 door Friedrich Drayer, Glottertal, Duitsland) - drayer.de is dus de fabrikant/producent zelf, geen winkel (bevestigd: 'Tango-Baumpflegeausruestung' onder drayer.de/eigenmarken/tango/). Zowel de Engelse als Duitse productpagina tonen alleen een beschrijvingstab en technische tabel, geen 'documenten'-tab en geen PDF-links (in tegenstelling tot bv. het Drayer Rope Runner-apparaat, dat wel een instructie-PDF op drayer.de/media/pdf/... heeft). Ook de merkpagina drayer.de/en/tango/ en de site breed (geen /downloads, /service e.d.) bevatten niets. tango-tools.com is een niet-gerelateerd/geparkeerd domein. Resellers (wesspur.com, arbogear.com, skyman.cz, fallprotection.cz) bewust niet gebruikt conform afspraak (geen winkels/resellers als handleiding-bron, wesspur expliciet uitgesloten). Advies: rechtstreeks navragen bij Drayer."
,Tango,SANITY Prusik Sling 70 cm,,,,,,,,,,,,,,,,,,,,,"Geen handleiding gevonden. Tango is het eigen merk van //DRAYER (opgericht 2009 door Friedrich Drayer, Glottertal, Duitsland) - drayer.de is dus de fabrikant/producent zelf, geen winkel (bevestigd: 'Tango-Baumpflegeausruestung' onder drayer.de/eigenmarken/tango/). Zowel de Engelse als Duitse productpagina tonen alleen een beschrijvingstab en technische tabel, geen 'documenten'-tab en geen PDF-links (in tegenstelling tot bv. het Drayer Rope Runner-apparaat, dat wel een instructie-PDF op drayer.de/media/pdf/... heeft). Ook de merkpagina drayer.de/en/tango/ en de site breed (geen /downloads, /service e.d.) bevatten niets. tango-tools.com is een niet-gerelateerd/geparkeerd domein. Resellers (wesspur.com, arbogear.com, skyman.cz, fallprotection.cz) bewust niet gebruikt conform afspraak (geen winkels/resellers als handleiding-bron, wesspur expliciet uitgesloten). Advies: rechtstreeks navragen bij Drayer."
,Tango,SANITY Prusik Sling 80 cm,,,,,,,,,,,,,,,,,,,,,"Geen handleiding gevonden. Tango is het eigen merk van //DRAYER (opgericht 2009 door Friedrich Drayer, Glottertal, Duitsland) - drayer.de is dus de fabrikant/producent zelf, geen winkel (bevestigd: 'Tango-Baumpflegeausruestung' onder drayer.de/eigenmarken/tango/). Zowel de Engelse als Duitse productpagina tonen alleen een beschrijvingstab en technische tabel, geen 'documenten'-tab en geen PDF-links (in tegenstelling tot bv. het Drayer Rope Runner-apparaat, dat wel een instructie-PDF op drayer.de/media/pdf/... heeft). Ook de merkpagina drayer.de/en/tango/ en de site breed (geen /downloads, /service e.d.) bevatten niets. tango-tools.com is een niet-gerelateerd/geparkeerd domein. Resellers (wesspur.com, arbogear.com, skyman.cz, fallprotection.cz) bewust niet gebruikt conform afspraak (geen winkels/resellers als handleiding-bron, wesspur expliciet uitgesloten). Advies: rechtstreeks navragen bij Drayer."
,Tango,SANITY Prusik Sling 85 cm,,,,,,,,,,,,,,,,,,,,,"Geen handleiding gevonden. Tango is het eigen merk van //DRAYER (opgericht 2009 door Friedrich Drayer, Glottertal, Duitsland) - drayer.de is dus de fabrikant/producent zelf, geen winkel (bevestigd: 'Tango-Baumpflegeausruestung' onder drayer.de/eigenmarken/tango/). Zowel de Engelse als Duitse productpagina tonen alleen een beschrijvingstab en technische tabel, geen 'documenten'-tab en geen PDF-links (in tegenstelling tot bv. het Drayer Rope Runner-apparaat, dat wel een instructie-PDF op drayer.de/media/pdf/... heeft). Ook de merkpagina drayer.de/en/tango/ en de site breed (geen /downloads, /service e.d.) bevatten niets. tango-tools.com is een niet-gerelateerd/geparkeerd domein. Resellers (wesspur.com, arbogear.com, skyman.cz, fallprotection.cz) bewust niet gebruikt conform afspraak (geen winkels/resellers als handleiding-bron, wesspur expliciet uitgesloten). Advies: rechtstreeks navragen bij Drayer."
,Tango,SANITY Prusik Sling 95 cm,,,,,,,,,,,,,,,,,,,,,"Geen handleiding gevonden. Tango is het eigen merk van //DRAYER (opgericht 2009 door Friedrich Drayer, Glottertal, Duitsland) - drayer.de is dus de fabrikant/producent zelf, geen winkel (bevestigd: 'Tango-Baumpflegeausruestung' onder drayer.de/eigenmarken/tango/). Zowel de Engelse als Duitse productpagina tonen alleen een beschrijvingstab en technische tabel, geen 'documenten'-tab en geen PDF-links (in tegenstelling tot bv. het Drayer Rope Runner-apparaat, dat wel een instructie-PDF op drayer.de/media/pdf/... heeft). Ook de merkpagina drayer.de/en/tango/ en de site breed (geen /downloads, /service e.d.) bevatten niets. tango-tools.com is een niet-gerelateerd/geparkeerd domein. Resellers (wesspur.com, arbogear.com, skyman.cz, fallprotection.cz) bewust niet gebruikt conform afspraak (geen winkels/resellers als handleiding-bron, wesspur expliciet uitgesloten). Advies: rechtstreeks navragen bij Drayer."
,Tango,StatX 11.0 copper Static Rope,,,,,,,,,,,,,,,,,,,,,"Geen handleiding gevonden. Tango is het eigen merk van //DRAYER (opgericht 2009 door Friedrich Drayer, Glottertal, Duitsland) - drayer.de is dus de fabrikant/producent zelf, geen winkel (bevestigd: 'Tango-Baumpflegeausruestung' onder drayer.de/eigenmarken/tango/). Zowel de Engelse als Duitse productpagina tonen alleen een beschrijvingstab en technische tabel, geen 'documenten'-tab en geen PDF-links (in tegenstelling tot bv. het Drayer Rope Runner-apparaat, dat wel een instructie-PDF op drayer.de/media/pdf/... heeft). Ook de merkpagina drayer.de/en/tango/ en de site breed (geen /downloads, /service e.d.) bevatten niets. tango-tools.com is een niet-gerelateerd/geparkeerd domein. Resellers (wesspur.com, arbogear.com, skyman.cz, fallprotection.cz) bewust niet gebruikt conform afspraak (geen winkels/resellers als handleiding-bron, wesspur expliciet uitgesloten). Advies: rechtstreeks navragen bij Drayer."
,Tango,StatX 11.0 orange Static Rope,,,,,,,,,,,,,,,,,,,,,"Geen handleiding gevonden. Tango is het eigen merk van //DRAYER (opgericht 2009 door Friedrich Drayer, Glottertal, Duitsland) - drayer.de is dus de fabrikant/producent zelf, geen winkel (bevestigd: 'Tango-Baumpflegeausruestung' onder drayer.de/eigenmarken/tango/). Zowel de Engelse als Duitse productpagina tonen alleen een beschrijvingstab en technische tabel, geen 'documenten'-tab en geen PDF-links (in tegenstelling tot bv. het Drayer Rope Runner-apparaat, dat wel een instructie-PDF op drayer.de/media/pdf/... heeft). Ook de merkpagina drayer.de/en/tango/ en de site breed (geen /downloads, /service e.d.) bevatten niets. tango-tools.com is een niet-gerelateerd/geparkeerd domein. Resellers (wesspur.com, arbogear.com, skyman.cz, fallprotection.cz) bewust niet gebruikt conform afspraak (geen winkels/resellers als handleiding-bron, wesspur expliciet uitgesloten). Advies: rechtstreeks navragen bij Drayer."
,Tango,StatX 11.5 blue Static Rope,,,,,,,,,,,,,,,,,,,,,"Geen handleiding gevonden. Tango is het eigen merk van //DRAYER (opgericht 2009 door Friedrich Drayer, Glottertal, Duitsland) - drayer.de is dus de fabrikant/producent zelf, geen winkel (bevestigd: 'Tango-Baumpflegeausruestung' onder drayer.de/eigenmarken/tango/). Zowel de Engelse als Duitse productpagina tonen alleen een beschrijvingstab en technische tabel, geen 'documenten'-tab en geen PDF-links (in tegenstelling tot bv. het Drayer Rope Runner-apparaat, dat wel een instructie-PDF op drayer.de/media/pdf/... heeft). Ook de merkpagina drayer.de/en/tango/ en de site breed (geen /downloads, /service e.d.) bevatten niets. tango-tools.com is een niet-gerelateerd/geparkeerd domein. Resellers (wesspur.com, arbogear.com, skyman.cz, fallprotection.cz) bewust niet gebruikt conform afspraak (geen winkels/resellers als handleiding-bron, wesspur expliciet uitgesloten). Advies: rechtstreeks navragen bij Drayer."
,Tango,StatX 11.5 purple Static Rope,,,,,,,,,,,,,,,,,,,,,"Geen handleiding gevonden. Tango is het eigen merk van //DRAYER (opgericht 2009 door Friedrich Drayer, Glottertal, Duitsland) - drayer.de is dus de fabrikant/producent zelf, geen winkel (bevestigd: 'Tango-Baumpflegeausruestung' onder drayer.de/eigenmarken/tango/). Zowel de Engelse als Duitse productpagina tonen alleen een beschrijvingstab en technische tabel, geen 'documenten'-tab en geen PDF-links (in tegenstelling tot bv. het Drayer Rope Runner-apparaat, dat wel een instructie-PDF op drayer.de/media/pdf/... heeft). Ook de merkpagina drayer.de/en/tango/ en de site breed (geen /downloads, /service e.d.) bevatten niets. tango-tools.com is een niet-gerelateerd/geparkeerd domein. Resellers (wesspur.com, arbogear.com, skyman.cz, fallprotection.cz) bewust niet gebruikt conform afspraak (geen winkels/resellers als handleiding-bron, wesspur expliciet uitgesloten). Advies: rechtstreeks navragen bij Drayer."
,Tango,StatX 11.5 yellow Static Rope,,,,,,,,,,,,,,,,,,,,,"Geen handleiding gevonden. Tango is het eigen merk van //DRAYER (opgericht 2009 door Friedrich Drayer, Glottertal, Duitsland) - drayer.de is dus de fabrikant/producent zelf, geen winkel (bevestigd: 'Tango-Baumpflegeausruestung' onder drayer.de/eigenmarken/tango/). Zowel de Engelse als Duitse productpagina tonen alleen een beschrijvingstab en technische tabel, geen 'documenten'-tab en geen PDF-links (in tegenstelling tot bv. het Drayer Rope Runner-apparaat, dat wel een instructie-PDF op drayer.de/media/pdf/... heeft). Ook de merkpagina drayer.de/en/tango/ en de site breed (geen /downloads, /service e.d.) bevatten niets. tango-tools.com is een niet-gerelateerd/geparkeerd domein. Resellers (wesspur.com, arbogear.com, skyman.cz, fallprotection.cz) bewust niet gebruikt conform afspraak (geen winkels/resellers als handleiding-bron, wesspur expliciet uitgesloten). Advies: rechtstreeks navragen bij Drayer."
,Tango,VISION 12.8 flash Climbing Rope,,,,,,,,,,,,,,,,,,,,,"Geen handleiding gevonden. Tango is het eigen merk van //DRAYER (opgericht 2009 door Friedrich Drayer, Glottertal, Duitsland) - drayer.de is dus de fabrikant/producent zelf, geen winkel (bevestigd: 'Tango-Baumpflegeausruestung' onder drayer.de/eigenmarken/tango/). Zowel de Engelse als Duitse productpagina tonen alleen een beschrijvingstab en technische tabel, geen 'documenten'-tab en geen PDF-links (in tegenstelling tot bv. het Drayer Rope Runner-apparaat, dat wel een instructie-PDF op drayer.de/media/pdf/... heeft). Ook de merkpagina drayer.de/en/tango/ en de site breed (geen /downloads, /service e.d.) bevatten niets. tango-tools.com is een niet-gerelateerd/geparkeerd domein. Resellers (wesspur.com, arbogear.com, skyman.cz, fallprotection.cz) bewust niet gebruikt conform afspraak (geen winkels/resellers als handleiding-bron, wesspur expliciet uitgesloten). Advies: rechtstreeks navragen bij Drayer."
,Tango,VISION 12.8 fox Climbing Rope,,,,,,,,,,,,,,,,,,,,,"Geen handleiding gevonden. Tango is het eigen merk van //DRAYER (opgericht 2009 door Friedrich Drayer, Glottertal, Duitsland) - drayer.de is dus de fabrikant/producent zelf, geen winkel (bevestigd: 'Tango-Baumpflegeausruestung' onder drayer.de/eigenmarken/tango/). Zowel de Engelse als Duitse productpagina tonen alleen een beschrijvingstab en technische tabel, geen 'documenten'-tab en geen PDF-links (in tegenstelling tot bv. het Drayer Rope Runner-apparaat, dat wel een instructie-PDF op drayer.de/media/pdf/... heeft). Ook de merkpagina drayer.de/en/tango/ en de site breed (geen /downloads, /service e.d.) bevatten niets. tango-tools.com is een niet-gerelateerd/geparkeerd domein. Resellers (wesspur.com, arbogear.com, skyman.cz, fallprotection.cz) bewust niet gebruikt conform afspraak (geen winkels/resellers als handleiding-bron, wesspur expliciet uitgesloten). Advies: rechtstreeks navragen bij Drayer."
