id,brand,name,product_type,category,material,standard,manufacturer_code,max_age_use_years,max_age_mfr_years,breaking_strength,working_load_limit,max_user_weight_kg,rope_diameter_min_mm,rope_diameter_max_mm,serial_number_location,interval_override_months,manual_url,product_page_url,recall_url,recall_date,inspection_notice_url,inspection_notice_date,notes
,Harkie,HMS Karabiner - supersafe 3-weg,ppe,connectors,Aluminiumlegering,"EN 12275, EN 362",H2411,,,25 kN,,,,,,,https://harkieglobal.com/wp-content/uploads/2022/08/User-Instructions-H2411-HMS.pdf,https://harkieglobal.com/product/harkie-hms-karabiner-3-way-locking-blue-gate/,,,,,"HMS-vormige (peervormige) karabiner, individueel serienummer. Sluiting expliciet omschreven als 'three-way locking gate' (drievoudige beveiliging) = supersafe 3-weg. Leverbaar in blauw/groen/oranje/paars en als 4-pack, zelfde specificaties. manual_url curl-geverifieerd: 200 application/pdf."
,Harkie,Oval Karabiner - supersafe 3-weg,ppe,connectors,Aluminiumlegering,"EN 12275, EN 362",H2415,,,20 kN,,,,,,,https://harkieglobal.com/wp-content/uploads/2022/08/User-Instructions-H2415-Oval.pdf,https://harkieglobal.com/product/harkie-oval-karabiner-3-way-locking-blue-gate/,,,,,"Symmetrische ovale vorm voor optimale belasting van toestellen. Sluiting expliciet 'three-way locking gate' = supersafe 3-weg. Leverbaar in 4 kleuren + 4-pack, zelfde specificaties. manual_url curl-geverifieerd: 200 application/pdf."
,Harkie,Non-PPE Tool Karabiner,no_ppe,connectors,"Aluminium (rond profiel), matzwarte coating",,H2421,,,,,,,,,,,https://harkieglobal.com/product/harkie-non-ppe-tool-karabiner-black/,,,,,"Uitdrukkelijk als 'non-PPE' verkocht, alleen voor gereedschapsbevestiging/-opslag, niet voor valbeveiliging. Sluitingstype 'keylock nose' (voorkomt haken), geen vergrendelingsmechanisme (screwgate/twistlock/supersafe/quadlock) vermeld - daarom geen sluitingsaanduiding gegokt. Geen breeklast/norm vermeld (logisch voor non-PPE). Handleiding niet gevonden."
,Harkie,"Wire Core Flipline with Swivel Karabiner, 3m",ppe,positioning_lanyards,"Stalen kern met textiele mantel, geïntegreerde drieweg-vergrendelende swivel-karabiner",EN 358,H2314,,,,,,11,11,,,,https://harkieglobal.com/product/harkie-wire-core-flip-line-with-swivel-karabiner-3-metre/,,,,,"Ook leverbaar als 2m (H2313) en 4m (H2315), zelfde diameter/norm. Breeklast niet vermeld op productpagina. Handleiding/instructiedocument niet gevonden op site."
,Harkie,"Wire Core Flipline, eye to eye, 3m",ppe,positioning_lanyards,Stalen kern met textiele mantel,EN 358,H2310,,,,,,11,11,,,,https://harkieglobal.com/product/harkie-wire-core-flip-line-eye-to-eye-3-metre/,,,,,"Oog-oog uitvoering (zonder karabiner), compatibel met de meeste rope-grab-systemen. Breeklast niet vermeld. Handleiding niet gevonden op site."
,Harkie,HeftyFlex Rigging Rope 13mm,rigging,rigging_line,,,H2511,,,45 kN,,,13,13,,,,https://harkieglobal.com/product/harkie-heftyflex-rigging-rope-13mm-x-50m/,,,,,"Rigginglijn met Technaglide-coating (katrolvriendelijk, waterafstotend). Vezelsoort niet gespecificeerd op site (niet aangenomen). Ook leverbaar in 60/80/200m. Site vermeldt alleen algemeen 'Safety Certified' zonder concrete EN-norm - niet ingevuld. Handleiding/datasheet-PDF niet gevonden op productpagina."
,Harkie,HeftyFlex Rigging Rope 16mm,rigging,rigging_line,,,H2512,,,70 kN,,,16,16,,,,https://harkieglobal.com/product/harkie-heftyflex-rigging-rope-16mm-x-50m/,,,,,Zie H2511 (13mm) voor algemene toelichting. Ook leverbaar in 60/80/200m.
,Harkie,HeftyFlex Rigging Rope 19mm,rigging,rigging_line,,,H2513,,,85 kN,,,19,19,,,,https://harkieglobal.com/product/harkie-heftyflex-rigging-rope-19mm-x-50m/,,,,,Zie H2511 (13mm) voor algemene toelichting. Ook leverbaar in 60/80/200m.
,Harkie,Flying Capstan in Cordura Bag,no_ppe,bollard,,,H2611,,,,1000 kg,,,,,,,https://harkieglobal.com/product/harkie-flying-capstan-in-cordura-bag-swl-1000kg/,,,,,Draagbaar frictie-afdaalapparaat voor grondwerkers bij het gecontroleerd laten zakken van gezaagd hout; geschikt voor touwen tot 13mm. Geen ISO/EN-certificeringsnummer vermeld op site. Handleiding niet gevonden.
,Harkie,"Lowering Bollard, heavy duty",no_ppe,bollard,,,H2621,,,,1000 kg,,,,,,,https://harkieglobal.com/product/harkie-lowering-bollard-heavy-duty/,,,,,"Getande voet voor grip op de boom, 4 bevestigingspunten voor ratelhaken, incl. 2x 50mm ratelbanden. Compatibel met alle HeftyFlex rigginglijnen. Geen materiaal/normvermelding gevonden. Handleiding niet gevonden."
,Harkie,Cambium Saver 0.9m,ppe,cambium_saver,Meerlaags geweven band (drievoudig gevouwen),EN 795/B:2012,H2331,,,15 kN,,,,,,,,https://harkieglobal.com/product/harkie-cambium-saver-0-9m/,,,,,"Incl. 1 kleine en 1 grote ring, serienummer aanwezig. Handleiding niet gevonden op productpagina."
,Harkie,Cambium Saver 1.2m,ppe,cambium_saver,Meerlaags geweven band (drievoudig gevouwen),EN 795/B:2012,H2332,,,15 kN,,,,,,,,https://harkieglobal.com/product/harkie-cambium-saver-1-2m/,,,,,Zie H2331 (0.9m) voor algemene toelichting.
,Harkie,"Adjustable Tool Strop with metal ring, 1.3m",no_ppe,tool_lanyard,Geweven band met verchroomde ring (45mm),,H2342,,,,30 kg,,,,,,,https://harkieglobal.com/product/harkie-adjustable-tool-strop-with-metal-ring-1-3-metre/,,,,,"Voor het bevestigen van gereedschap (bv. kettingzaag) op hoogte, expliciet 'non-PPE' op site. Ook leverbaar als bungee-versie (H2345) en zonder ring (H2341), zelfde SWL. Serienummer i.v.m. LOLER-keuring (UK). Handleiding niet gevonden."
,IKAR,IK G 2 AR,ppe,harnesses,,"EN 361:2002, EN 1497:2007",,,,,,,,,,,https://ikar-gmbh.de/de/?Itemid=1000000000000&catid=58&format=&id=305&option=com_dropfiles&preview=1&task=frontfile.download,https://www.ikar-gmbh.de/de/produkte/gurtsysteme,,,,,"Auffang- en reddinggordel (dubbele bevestigingsoog). Materiaal niet gespecificeerd in productoverzicht. IKAR heeft geen aparte detailpagina per model, alleen een categoriepagina met downloads per serie - product_page_url verwijst daarom naar de Gurtsysteme-categoriepagina. manual_url is het gecombineerde Prüfbuch/Gebrauchsanleitung-document voor de hele 'Auffanggurte/Haltegurte'-lijn, curl-geverifieerd: 200 application/pdf."
,IKAR,IK G 4 DW,ppe,harnesses,,"EN 361:2002, EN 358:2000, EN 813:2008",,,,,,,,,,,https://ikar-gmbh.de/de/?Itemid=1000000000000&catid=58&format=&id=305&option=com_dropfiles&preview=1&task=frontfile.download,https://www.ikar-gmbh.de/de/produkte/gurtsysteme,,,,,"Combi-gordel met opvang-, houd- en zitfunctie (rope-access-relevant). De gevonden gebruiksaanwijzing (Prüfbuch 'Auffanggurte/Haltegurte') noemt in de titel alleen EN 361/EN 358/EN 1497 - niet zeker of de EN 813-zitfunctie hierin volledig gedekt is; navragen bij IKAR. curl-geverifieerd: 200 application/pdf."
,IKAR,IK G 4 DWRS,ppe,harnesses,,"EN 361:2002, EN 358:2000, EN 813:2008 (reddinguitvoering)",,,,,,,,,,,https://ikar-gmbh.de/de/?Itemid=1000000000000&catid=58&format=&id=305&option=com_dropfiles&preview=1&task=frontfile.download,https://www.ikar-gmbh.de/de/produkte/gurtsysteme,,,,,Volledige combi-gordel (opvang/zit/houd/redding) - meest rope-access-relevante IKAR-gordel. Zelfde caveat over EN 813-dekking in de handleiding als bij IK G 4 DW.
,IKAR,"IK6 Kernmantel-Halteseil, lengteinstelbaar",ppe,positioning_lanyards,,EN 358:2018,,,,,,,,,,,https://ikar-gmbh.de/de/?Itemid=1000000000000&catid=58&format=&id=303&option=com_dropfiles&preview=1&task=frontfile.download,https://www.ikar-gmbh.de/de/produkte/verbindungsmittel-sp,,,,,"Kernmantelseil-halteseil (positioneringslijn), lengte verstelbaar; exacte modelcode binnen de IK6-productfamilie niet met zekerheid herleid uit de configurator-pagina. Wordt geleverd met IKAR-karabiner (bv. IKV 11 aluminium). manual_url is het gecombineerde Verbindungsmittel-Prüfbuch (EN 354/355/358), curl-geverifieerd: 200 application/pdf."
,IKAR,IK2 Band-Verbindungsmittel met bandvaldemper,ppe,energy_absorber,,EN 355:2002,,,,,,,,,,,https://ikar-gmbh.de/de/?Itemid=1000000000000&catid=58&format=&id=303&option=com_dropfiles&preview=1&task=frontfile.download,https://www.ikar-gmbh.de/de/produkte/verbindungsmittel-sp,,,,,"Bandlijn met geïntegreerde valdemper, ook leverbaar in Y-uitvoering. Exacte modelcode binnen de IK2-familie niet met zekerheid herleid. manual_url zelfde gecombineerde Verbindungsmittel-Prüfbuch, curl-geverifieerd: 200 application/pdf."
,IKAR,AG 1 Mitlaufendes Auffanggerät,ppe,mobile_fall_arrester,12mm kernmantelseil met stalen IKV 06-karabiner,EN 353-2,,,,,,,12,12,,,,https://www.ikar-gmbh.de/de/produkte/verbindungsmittel-sp,,,,,"Meelopend/vrij beweegbaar opvangapparaat op vast touw, met genaaide bandvaldemper; geleverd compleet met touw van opgegeven diameter. Specifieke Gebrauchsanleitung voor dit toestel niet gevonden binnen beschikbare tijd (de gevonden IKAR-handleidingen dekken Gurtsysteme, Verbindungsmittel en Höhensicherungsgeräte/HAS, maar niet expliciet dit EN 353-2-toestel) - manual_url daarom leeg gelaten, navragen bij IKAR."
,IKAR,HAS 9,ppe,descenders,,"EN 341:2011 Class C, EN 360:2002",,,,,,,,,,,https://ikar-gmbh.de/de/?Itemid=1000000000000&catid=58&format=&id=286&option=com_dropfiles&preview=1&task=frontfile.download,https://www.ikar-gmbh.de/de/produkte/abseil-rettungsgeraete-sp,,,,,"Valbeveiligingsapparaat met geïntegreerde energieabsorptie en afdaalfunctie (redding); notified body DGUV Test, D-42781 Haan, CE 0299. Kabellengte/-diameter en WLL niet gevonden op site binnen beschikbare tijd (het cijfer '9' duidt vermoedelijk op een lengte-/hoogteklasse maar dit is niet bevestigd). manual_url (gecombineerd voor HAS 9/18/30) curl-geverifieerd: 200 application/pdf."
,IKAR,HAS 18,ppe,descenders,,"EN 341:2011 Class C, EN 360:2002",,,,,,,,,,,https://ikar-gmbh.de/de/?Itemid=1000000000000&catid=58&format=&id=286&option=com_dropfiles&preview=1&task=frontfile.download,https://www.ikar-gmbh.de/de/produkte/abseil-rettungsgeraete-sp,,,,,Zie HAS 9 voor algemene toelichting; grotere uitvoering binnen dezelfde serie/handleiding.
,IKAR,HAS 30,ppe,descenders,,"EN 341:2011 Class C, EN 360:2002",,,,,,,,,,,https://ikar-gmbh.de/de/?Itemid=1000000000000&catid=58&format=&id=286&option=com_dropfiles&preview=1&task=frontfile.download,https://www.ikar-gmbh.de/de/produkte/abseil-rettungsgeraete-sp,,,,,Zie HAS 9 voor algemene toelichting; grootste uitvoering binnen dezelfde serie/handleiding.
,IKAR,IKV 06 - twistlock 2-weg,ppe,connectors,Verzinkt staal,EN 362:2004,IKV 06,,,25 kN,,,,,,,https://www.ikar-gmbh.de/files/618/Accessories-EU/898/Datasheet-IKV-06.pdf,https://www.ikar-gmbh.de/de/produkte/zuboeher-sp,,,,,"Eindterminatie-connector, gebruikt op IKAR-verbindingsmiddelen/retractable lanyards. Sluiting 'double action': twee onafhankelijke handelingen nodig om te openen = twistlock 2-weg (geen lettercode gebruikt, wel de fabrieksterm 'double action' letterlijk vertaald). LET OP: manual_url is het officiële IKAR-datasheet en werd zelf met curl gecontroleerd - de server geeft content-type application/octet-stream terug (niet application/pdf), ondanks dat het bestand een geldig, correct PDF-document is (met pypdf geverifieerd). Dit kan de geautomatiseerde linkcheck (application/pdf-check) laten falen ondanks een werkende link - graag bevestigen of dit acceptabel is of dat een alternatieve bron nodig is."
,IKAR,IKV 11 - twistlock 2-weg,ppe,connectors,Aluminiumlegering (geanodiseerd),EN 362:2004,IKV 11,,,30 kN,,,,,,,https://www.ikar-gmbh.de/files/618/Accessories-EU/900/Datasheet-IKV-11.pdf,https://www.ikar-gmbh.de/de/produkte/zuboeher-sp,,,,,"Eindterminatie-connector (aluminium variant van IKV 06), standaard op IKAR-halteseilen afgebeeld. Sluiting 'double action' = twistlock 2-weg. Zelfde caveat als IKV 06: curl bevestigt 200 maar content-type application/octet-stream i.p.v. application/pdf, terwijl het bestand zelf een geldig PDF is (pypdf-geverifieerd) - graag laten weten of dit voor Jos aanvaardbaar is."
,JSP,EVO5 DualSwitch,ppe,helmet,ABS schaal / EPP voering,EN 397:2012 (grondstand) / EN 12492:2012 (hoogtestand) / EN 50365:2002,AKS270-000-100,,,,,,,,,,https://documents.jspsafety.com/docs/head_protection/issued/UI-RFAZ-006-950_Helmet-Eye-Dualswitch_V3.pdf,https://www.jspsafety.com/products/PPE/Head-Protection/EN-397-industrial-Safety-Helmets/VAR-AKS270-000-100_EVO5-dualswitch-industrial-Safety-and-Climbing-Helmet-Vented,,,,,"Wereldwijd eerste helm volledig gecertificeerd voor zowel EN 397 als EN 12492, omschakelbaar met een fysieke schakelaar tussen 'grondmodus' (EN397, kinband laat los bij 150-250N) en 'hoogte/klimmodus' (EN12492, kinband houdt tot >500N) - daarom relevant voor boomverzorging/hoogwerk. Geventileerde uitvoering, leverbaar in wit/geel/blauw (zelfde specificaties). jsp.co.uk redirect naar jspsafety.com (zelfde bedrijf, gecontroleerd). manual_url curl-geverifieerd: 200 application/pdf. Overige JSP-assortiment (bouwhelmen zonder EN12492, gehoor-/oogbescherming) bewust NIET opgenomen conform instructie."
,JSP,EVO Alta Skyworker,ppe,helmet,EPP voering (schaalmateriaal niet expliciet vermeld),"EN 12492:2012, EN 397, EN 50365:2002",ARC170-000-100,,,,,,,,,,https://documents.jspsafety.com/docs/head_protection/issued/UI-RFAZ-006-860_General-Helmet_25-05_V1.pdf,https://www.jspsafety.com/products/PPE/Head-Protection/EN-12492-industrial-Climbing-Helmets/VAR-ARC170-000-100_EVO-AlTA-Skyworker-Safety-Helmet-Wheel-Ratchet-Vented,,,,,"Bergsport-stijl klimhelm uit JSP's 'Skyworker'-lijn, specifiek voor hoogtewerk/klimmen (EN 12492), met 4-punts kinband en verwisselbare voorplaat (ID-houder of logo). Leverbaar in groen/grijs/zwart/wit/geel/oranje/blauw (zelfde specificaties). manual_url curl-geverifieerd: 200 application/pdf."
